Region,date,commodity,price
JAMBI,2021-04-15,"Chili (red, curly)",32531.746666666662
JAMBI,2021-04-15,"Chili (red, large)",31611.11
JAMBI,2021-04-15,Eggs,22226.190000000002
JAMBI,2021-04-15,Eggs (broiler),21991.07
JAMBI,2021-04-15,Garlic,25369.0475
JAMBI,2021-04-15,Garlic (medium),24250.0
JAMBI,2021-04-15,Meat (beef),120297.62
JAMBI,2021-04-15,"Meat (beef, first quality)",120297.62
JAMBI,2021-04-15,Meat (chicken),35395.832500000004
JAMBI,2021-04-15,"Meat (chicken, broiler)",35015.87333333333
JAMBI,2021-04-15,Oil (vegetable),13931.5475
JAMBI,2021-04-15,"Oil (vegetable, bulk)",13610.119999999999
JAMBI,2021-04-15,"Oil (vegetable, packaged)",14086.31
JAMBI,2021-04-15,Onions (shallot),28202.38
JAMBI,2021-04-15,"Onions (shallot, medium)",29363.095
JAMBI,2021-04-15,Rice,11787.5
JAMBI,2021-04-15,Rice (high quality),13625.0
JAMBI,2021-04-15,Rice (low quality),10337.5
JAMBI,2021-04-15,Rice (medium quality),11593.75
JAMBI,2021-04-15,Sugar,13637.5
JAMBI,2021-04-15,Sugar (local),13187.5
JAMBI,2021-04-15,Sugar (premium),14083.333333333334
JAMBI,2021-05-15,Chili (bird's eye),43191.176666666666
JAMBI,2021-05-15,"Chili (bird's eye, green)",28455.8825
JAMBI,2021-05-15,"Chili (bird's eye, red)",56127.45333333333
JAMBI,2021-05-15,Chili (red),23205.88
JAMBI,2021-05-15,"Chili (red, curly)",23264.703333333335
JAMBI,2021-05-15,"Chili (red, large)",23411.765
JAMBI,2021-05-15,Eggs,22750.0
JAMBI,2021-05-15,Eggs (broiler),23047.7925
JAMBI,2021-05-15,Garlic,26573.53
JAMBI,2021-05-15,Garlic (medium),25286.765
JAMBI,2021-05-15,Meat (beef),126176.47
JAMBI,2021-05-15,"Meat (beef, first quality)",127058.825
JAMBI,2021-05-15,Meat (chicken),35095.5875
JAMBI,2021-05-15,"Meat (chicken, broiler)",34676.47
JAMBI,2021-05-15,Oil (vegetable),13937.253333333334
JAMBI,2021-05-15,"Oil (vegetable, bulk)",13944.8525
JAMBI,2021-05-15,"Oil (vegetable, packaged)",14125.0
JAMBI,2021-05-15,Onions (shallot),30272.06
JAMBI,2021-05-15,"Onions (shallot, medium)",31058.825
JAMBI,2021-05-15,Rice,11797.06
JAMBI,2021-05-15,Rice (high quality),13437.5
JAMBI,2021-05-15,Rice (low quality),10491.666666666666
JAMBI,2021-05-15,Rice (medium quality),11617.6475
JAMBI,2021-05-15,Sugar,14000.0
JAMBI,2021-05-15,Sugar (local),12916.666666666666
JAMBI,2021-05-15,Sugar (premium),14062.5
JAMBI,2021-06-15,Chili (bird's eye),38223.2175
JAMBI,2021-06-15,"Chili (bird's eye, green)",32666.67
JAMBI,2021-06-15,"Chili (bird's eye, red)",41238.095
JAMBI,2021-06-15,Chili (red),19849.206666666665
JAMBI,2021-06-15,"Chili (red, curly)",19111.10666666667
JAMBI,2021-06-15,"Chili (red, large)",19416.6675
JAMBI,2021-06-15,Eggs,22992.063333333335
JAMBI,2021-06-15,Eggs (broiler),22940.475
JAMBI,2021-06-15,Garlic,25476.190000000002
JAMBI,2021-06-15,Garlic (medium),25380.95
JAMBI,2021-06-15,Meat (beef),125000.0
JAMBI,2021-06-15,"Meat (beef, first quality)",123333.33333333333
JAMBI,2021-06-15,Meat (chicken),37750.0
JAMBI,2021-06-15,"Meat (chicken, broiler)",36043.65333333333
JAMBI,2021-06-15,Oil (vegetable),14144.6425
JAMBI,2021-06-15,"Oil (vegetable, bulk)",14196.4275
JAMBI,2021-06-15,"Oil (vegetable, packaged)",13916.666666666666
JAMBI,2021-06-15,Onions (shallot),27166.666666666668
JAMBI,2021-06-15,"Onions (shallot, medium)",27625.0
JAMBI,2021-06-15,Rice,11800.0
JAMBI,2021-06-15,Rice (high quality),13437.5
JAMBI,2021-06-15,Rice (low quality),10541.666666666666
JAMBI,2021-06-15,Rice (medium quality),11625.0
JAMBI,2021-06-15,Sugar,13623.81
JAMBI,2021-06-15,Sugar (local),13500.0
JAMBI,2021-06-15,Sugar (premium),14083.333333333334
JAMBI,2021-07-15,Chili (bird's eye),47511.905
JAMBI,2021-07-15,"Chili (bird's eye, green)",33750.0
JAMBI,2021-07-15,"Chili (bird's eye, red)",59226.192500000005
JAMBI,2021-07-15,Chili (red),23029.760000000002
JAMBI,2021-07-15,"Chili (red, curly)",23416.67
JAMBI,2021-07-15,"Chili (red, large)",24285.7125
JAMBI,2021-07-15,Eggs,22389.88
JAMBI,2021-07-15,Eggs (broiler),22389.88
JAMBI,2021-07-15,Garlic,25035.7125
JAMBI,2021-07-15,Garlic (medium),25035.7125
JAMBI,2021-07-15,Meat (beef),129166.66500000001
JAMBI,2021-07-15,"Meat (beef, first quality)",126587.3
JAMBI,2021-07-15,Meat (chicken),28565.48
JAMBI,2021-07-15,"Meat (chicken, broiler)",26678.574999999997
JAMBI,2021-07-15,Oil (vegetable),14328.57
JAMBI,2021-07-15,"Oil (vegetable, bulk)",13892.855
JAMBI,2021-07-15,"Oil (vegetable, packaged)",14625.0
JAMBI,2021-07-15,Onions (shallot),27482.1425
JAMBI,2021-07-15,"Onions (shallot, medium)",27309.523333333334
JAMBI,2021-07-15,Rice,11900.0
JAMBI,2021-07-15,Rice (high quality),13437.5
JAMBI,2021-07-15,Rice (low quality),9800.0
JAMBI,2021-07-15,Rice (medium quality),11541.666666666666
JAMBI,2021-07-15,Sugar,13633.333333333334
JAMBI,2021-07-15,Sugar (local),12750.0
JAMBI,2021-07-15,Sugar (premium),14083.333333333334
JAMBI,2021-08-15,"Chili (bird's eye, green)",22587.5
JAMBI,2021-08-15,"Chili (bird's eye, red)",35441.666666666664
JAMBI,2021-08-15,Chili (red),18684.375
JAMBI,2021-08-15,"Chili (red, curly)",18837.5
JAMBI,2021-08-15,"Chili (red, large)",20450.0
JAMBI,2021-08-15,Eggs,21993.75
JAMBI,2021-08-15,Eggs (broiler),21993.75
JAMBI,2021-08-15,Garlic,25500.0
JAMBI,2021-08-15,Garlic (medium),25500.0
JAMBI,2021-08-15,Meat (beef),126666.66666666667
JAMBI,2021-08-15,"Meat (beef, first quality)",126666.66666666667
JAMBI,2021-08-15,Meat (chicken),27925.0
JAMBI,2021-08-15,"Meat (chicken, broiler)",28066.666666666668
JAMBI,2021-08-15,Oil (vegetable),15306.666666666666
JAMBI,2021-08-15,"Oil (vegetable, bulk)",15533.333333333334
JAMBI,2021-08-15,"Oil (vegetable, packaged)",15060.416666666666
JAMBI,2021-08-15,Onions (shallot),30581.25
JAMBI,2021-08-15,"Onions (shallot, medium)",29587.5
JAMBI,2021-08-15,Rice,11800.0
JAMBI,2021-08-15,Rice (high quality),13562.5
JAMBI,2021-08-15,Rice (low quality),10337.5
JAMBI,2021-08-15,Rice (medium quality),11541.666666666666
JAMBI,2021-08-15,Sugar,13466.25
JAMBI,2021-08-15,Sugar (local),12966.666666666666
JAMBI,2021-08-15,Sugar (premium),13975.0
JAMBI,2021-09-15,Chili (bird's eye),29393.936666666665
JAMBI,2021-09-15,"Chili (bird's eye, green)",28511.3625
JAMBI,2021-09-15,"Chili (bird's eye, red)",28181.82
JAMBI,2021-09-15,Chili (red),19642.045
JAMBI,2021-09-15,"Chili (red, curly)",19346.5925
JAMBI,2021-09-15,"Chili (red, large)",17606.06
JAMBI,2021-09-15,Eggs,20718.75
JAMBI,2021-09-15,Eggs (broiler),21140.149999999998
JAMBI,2021-09-15,Garlic,25125.0
JAMBI,2021-09-15,Garlic (medium),25125.0
JAMBI,2021-09-15,Meat (beef),126875.0
JAMBI,2021-09-15,"Meat (beef, first quality)",125833.33333333333
JAMBI,2021-09-15,Meat (chicken),32268.94
JAMBI,2021-09-15,"Meat (chicken, broiler)",32268.94
JAMBI,2021-09-15,Oil (vegetable),15725.0
JAMBI,2021-09-15,"Oil (vegetable, bulk)",16166.666666666666
JAMBI,2021-09-15,"Oil (vegetable, packaged)",15468.75
JAMBI,2021-09-15,Onions (shallot),28106.059999999998
JAMBI,2021-09-15,"Onions (shallot, medium)",28829.545
JAMBI,2021-09-15,Rice,11900.0
JAMBI,2021-09-15,Rice (high quality),13541.666666666666
JAMBI,2021-09-15,Rice (low quality),10312.5
JAMBI,2021-09-15,Rice (medium quality),11583.333333333334
JAMBI,2021-09-15,Sugar,13450.0
JAMBI,2021-09-15,Sugar (local),12812.5
JAMBI,2021-09-15,Sugar (premium),14083.333333333334
JAMBI,2021-10-15,Chili (bird's eye),31606.25
JAMBI,2021-10-15,"Chili (bird's eye, green)",28754.935
JAMBI,2021-10-15,"Chili (bird's eye, red)",34457.565
JAMBI,2021-10-15,Chili (red),30087.5
JAMBI,2021-10-15,"Chili (red, curly)",29793.75
JAMBI,2021-10-15,"Chili (red, large)",28675.0
JAMBI,2021-10-15,Eggs,19925.165
JAMBI,2021-10-15,Eggs (broiler),20312.5
JAMBI,2021-10-15,Garlic,24000.0
JAMBI,2021-10-15,Garlic (medium),25500.0
JAMBI,2021-10-15,Meat (beef),126666.66666666667
JAMBI,2021-10-15,"Meat (beef, first quality)",125833.33333333333
JAMBI,2021-10-15,Meat (chicken),32030.263333333336
JAMBI,2021-10-15,"Meat (chicken, broiler)",32491.447500000002
JAMBI,2021-10-15,Oil (vegetable),15960.0
JAMBI,2021-10-15,"Oil (vegetable, bulk)",17049.343333333334
JAMBI,2021-10-15,"Oil (vegetable, packaged)",15568.75
JAMBI,2021-10-15,Onions (shallot),27566.447500000002
JAMBI,2021-10-15,"Onions (shallot, medium)",27566.447500000002
JAMBI,2021-10-15,Rice,11900.0
JAMBI,2021-10-15,Rice (high quality),13500.0
JAMBI,2021-10-15,Rice (low quality),10337.5
JAMBI,2021-10-15,Rice (medium quality),11625.0
JAMBI,2021-10-15,Sugar,13383.333333333334
JAMBI,2021-10-15,Sugar (local),12666.666666666666
JAMBI,2021-10-15,Sugar (premium),14062.5
JAMBI,2021-11-15,Chili (bird's eye),33900.57
JAMBI,2021-11-15,"Chili (bird's eye, green)",31784.09
JAMBI,2021-11-15,"Chili (bird's eye, red)",36017.045
JAMBI,2021-11-15,Chili (red),40973.486666666664
JAMBI,2021-11-15,"Chili (red, curly)",41727.2725
JAMBI,2021-11-15,"Chili (red, large)",42289.775
JAMBI,2021-11-15,Eggs,21551.135000000002
JAMBI,2021-11-15,Eggs (broiler),21431.816666666666
JAMBI,2021-11-15,Garlic,24000.0
JAMBI,2021-11-15,Garlic (medium),25500.0
JAMBI,2021-11-15,Meat (beef),130000.0
JAMBI,2021-11-15,"Meat (beef, first quality)",126875.0
JAMBI,2021-11-15,Meat (chicken),31984.850000000002
JAMBI,2021-11-15,"Meat (chicken, broiler)",31984.850000000002
JAMBI,2021-11-15,Oil (vegetable),17101.705
JAMBI,2021-11-15,"Oil (vegetable, bulk)",18250.0
JAMBI,2021-11-15,"Oil (vegetable, packaged)",16361.743333333332
JAMBI,2021-11-15,Onions (shallot),22553.02666666667
JAMBI,2021-11-15,"Onions (shallot, medium)",21943.18
JAMBI,2021-11-15,Rice,11800.0
JAMBI,2021-11-15,Rice (high quality),13458.333333333334
JAMBI,2021-11-15,Rice (low quality),10875.0
JAMBI,2021-11-15,Rice (medium quality),11666.666666666666
JAMBI,2021-11-15,Sugar,13451.1375
JAMBI,2021-11-15,Sugar (local),12812.5
JAMBI,2021-11-15,Sugar (premium),14087.12
JAMBI,2021-12-15,Chili (bird's eye),58898.549999999996
JAMBI,2021-12-15,"Chili (bird's eye, green)",47638.89
JAMBI,2021-12-15,"Chili (bird's eye, red)",71388.89
JAMBI,2021-12-15,Chili (red),30529.89
JAMBI,2021-12-15,"Chili (red, curly)",31240.74
JAMBI,2021-12-15,"Chili (red, large)",30064.813333333335
JAMBI,2021-12-15,Eggs,22677.539999999997
JAMBI,2021-12-15,Eggs (broiler),22625.0
JAMBI,2021-12-15,Garlic,24021.74
JAMBI,2021-12-15,Garlic (medium),25527.77666666667
JAMBI,2021-12-15,Meat (beef),130000.0
JAMBI,2021-12-15,"Meat (beef, first quality)",128750.0
JAMBI,2021-12-15,Meat (chicken),34309.78
JAMBI,2021-12-15,"Meat (chicken, broiler)",33819.443333333336
JAMBI,2021-12-15,Oil (vegetable),18246.739999999998
JAMBI,2021-12-15,"Oil (vegetable, bulk)",18518.52
JAMBI,2021-12-15,"Oil (vegetable, packaged)",18333.333333333332
JAMBI,2021-12-15,Onions (shallot),23797.100000000002
JAMBI,2021-12-15,"Onions (shallot, medium)",23097.22
JAMBI,2021-12-15,Rice,11800.0
JAMBI,2021-12-15,Rice (high quality),13500.0
JAMBI,2021-12-15,Rice (low quality),10337.5
JAMBI,2021-12-15,Rice (medium quality),11708.333333333334
JAMBI,2021-12-15,Sugar,13516.666666666666
JAMBI,2021-12-15,Sugar (local),12833.3325
JAMBI,2021-12-15,Sugar (premium),14062.5
JAMBI,2022-01-15,Chili (bird's eye),52497.0225
JAMBI,2022-01-15,"Chili (bird's eye, green)",52369.05
JAMBI,2022-01-15,"Chili (bird's eye, red)",50984.12666666667
JAMBI,2022-01-15,Chili (red),23226.190000000002
JAMBI,2022-01-15,"Chili (red, curly)",23142.8575
JAMBI,2022-01-15,"Chili (red, large)",24317.460000000003
JAMBI,2022-01-15,Eggs,25303.574999999997
JAMBI,2022-01-15,Eggs (broiler),25214.286666666667
JAMBI,2022-01-15,Garlic,25500.0
JAMBI,2022-01-15,Garlic (medium),25250.0
JAMBI,2022-01-15,Meat (beef),125833.33333333333
JAMBI,2022-01-15,"Meat (beef, first quality)",126875.0
JAMBI,2022-01-15,Meat (chicken),40023.81
JAMBI,2022-01-15,"Meat (chicken, broiler)",39273.81
JAMBI,2022-01-15,Oil (vegetable),18276.19
JAMBI,2022-01-15,"Oil (vegetable, bulk)",18753.97
JAMBI,2022-01-15,"Oil (vegetable, packaged)",18346.725
JAMBI,2022-01-15,Onions (shallot),24440.475
JAMBI,2022-01-15,"Onions (shallot, medium)",24785.7125
JAMBI,2022-01-15,Rice,11800.0
JAMBI,2022-01-15,Rice (high quality),13250.0
JAMBI,2022-01-15,Rice (low quality),10337.5
JAMBI,2022-01-15,Rice (medium quality),11541.666666666666
JAMBI,2022-01-15,Sugar,13836.9
JAMBI,2022-01-15,Sugar (local),13526.785
JAMBI,2022-01-15,Sugar (premium),14062.5
JAMBI,2022-02-15,Chili (bird's eye),41620.37
JAMBI,2022-02-15,"Chili (bird's eye, green)",37166.667499999996
JAMBI,2022-02-15,"Chili (bird's eye, red)",47527.775
JAMBI,2022-02-15,Chili (red),32940.9725
JAMBI,2022-02-15,"Chili (red, curly)",32791.667499999996
JAMBI,2022-02-15,"Chili (red, large)",33000.0
JAMBI,2022-02-15,Eggs,20819.4425
JAMBI,2022-02-15,Eggs (broiler),20208.33
JAMBI,2022-02-15,Garlic,25500.0
JAMBI,2022-02-15,Garlic (medium),25250.0
JAMBI,2022-02-15,Meat (beef),126666.66666666667
JAMBI,2022-02-15,"Meat (beef, first quality)",125833.33333333333
JAMBI,2022-02-15,Meat (chicken),28949.076666666664
JAMBI,2022-02-15,"Meat (chicken, broiler)",30010.4175
JAMBI,2022-02-15,Oil (vegetable),18687.5
JAMBI,2022-02-15,"Oil (vegetable, bulk)",19000.0
JAMBI,2022-02-15,"Oil (vegetable, packaged)",18250.0
JAMBI,2022-02-15,Onions (shallot),30156.2525
JAMBI,2022-02-15,"Onions (shallot, medium)",30156.2525
JAMBI,2022-02-15,Rice,11800.0
JAMBI,2022-02-15,Rice (high quality),13541.666666666666
JAMBI,2022-02-15,Rice (low quality),10437.5
JAMBI,2022-02-15,Rice (medium quality),11625.0
JAMBI,2022-02-15,Sugar,14075.0
JAMBI,2022-02-15,Sugar (local),14062.5
JAMBI,2022-02-15,Sugar (premium),14062.5
JAMBI,2022-03-15,Chili (bird's eye),45037.880000000005
JAMBI,2022-03-15,"Chili (bird's eye, green)",31397.725
JAMBI,2022-03-15,"Chili (bird's eye, red)",57079.5475
JAMBI,2022-03-15,Chili (red),41303.9775
JAMBI,2022-03-15,"Chili (red, curly)",41011.3625
JAMBI,2022-03-15,"Chili (red, large)",41596.59
JAMBI,2022-03-15,Eggs,21764.205
JAMBI,2022-03-15,Eggs (broiler),21764.205
JAMBI,2022-03-15,Garlic,25420.455
JAMBI,2022-03-15,Garlic (medium),25420.455
JAMBI,2022-03-15,Meat (beef),129261.36
JAMBI,2022-03-15,"Meat (beef, first quality)",131164.7725
JAMBI,2022-03-15,Meat (chicken),35537.87666666667
JAMBI,2022-03-15,"Meat (chicken, broiler)",34386.36
JAMBI,2022-03-15,Oil (vegetable),19738.065000000002
JAMBI,2022-03-15,"Oil (vegetable, bulk)",18292.614999999998
JAMBI,2022-03-15,"Oil (vegetable, packaged)",20470.17
JAMBI,2022-03-15,Onions (shallot),31238.63666666667
JAMBI,2022-03-15,"Onions (shallot, medium)",31060.60666666667
JAMBI,2022-03-15,Rice,11800.0
JAMBI,2022-03-15,Rice (high quality),13437.5
JAMBI,2022-03-15,Rice (low quality),10541.666666666666
JAMBI,2022-03-15,Rice (medium quality),11625.0
JAMBI,2022-03-15,Sugar,14050.0
JAMBI,2022-03-15,Sugar (local),14083.333333333334
JAMBI,2022-03-15,Sugar (premium),14062.5
JAMBI,2022-04-15,Chili (bird's eye),37377.193333333336
JAMBI,2022-04-15,"Chili (bird's eye, green)",35535.09
JAMBI,2022-04-15,"Chili (bird's eye, red)",40453.945
JAMBI,2022-04-15,Chili (red),31403.506666666668
JAMBI,2022-04-15,"Chili (red, curly)",29447.37
JAMBI,2022-04-15,"Chili (red, large)",31552.63333333333
JAMBI,2022-04-15,Eggs,22921.05
JAMBI,2022-04-15,Eggs (broiler),23154.6025
JAMBI,2022-04-15,Garlic,26032.895
JAMBI,2022-04-15,Garlic (medium),26210.52666666667
JAMBI,2022-04-15,Meat (beef),136809.21
JAMBI,2022-04-15,"Meat (beef, first quality)",136447.36666666667
JAMBI,2022-04-15,Meat (chicken),35578.945
JAMBI,2022-04-15,"Meat (chicken, broiler)",35092.104999999996
JAMBI,2022-04-15,Oil (vegetable),22523.68
JAMBI,2022-04-15,"Oil (vegetable, bulk)",18526.316666666666
JAMBI,2022-04-15,"Oil (vegetable, packaged)",24625.0
JAMBI,2022-04-15,Onions (shallot),31763.156666666666
JAMBI,2022-04-15,"Onions (shallot, medium)",33666.666666666664
JAMBI,2022-04-15,Rice,11866.666666666666
JAMBI,2022-04-15,Rice (high quality),13458.333333333334
JAMBI,2022-04-15,Rice (low quality),10337.5
JAMBI,2022-04-15,Rice (medium quality),11583.333333333334
JAMBI,2022-04-15,Sugar,14050.0
JAMBI,2022-04-15,Sugar (local),14062.5
JAMBI,2022-04-15,Sugar (premium),14083.333333333334
JAMBI,2022-05-15,Chili (bird's eye),50225.0
JAMBI,2022-05-15,"Chili (bird's eye, green)",42950.0
JAMBI,2022-05-15,"Chili (bird's eye, red)",54866.667499999996
JAMBI,2022-05-15,Chili (red),33677.78
JAMBI,2022-05-15,"Chili (red, curly)",33100.0
JAMBI,2022-05-15,"Chili (red, large)",34300.0
JAMBI,2022-05-15,Eggs,24829.1675
JAMBI,2022-05-15,Eggs (broiler),24829.1675
JAMBI,2022-05-15,Garlic,25288.89
JAMBI,2022-05-15,Garlic (medium),24466.6675
JAMBI,2022-05-15,Meat (beef),135444.44666666668
JAMBI,2022-05-15,"Meat (beef, first quality)",138888.89
JAMBI,2022-05-15,Meat (chicken),34566.666666666664
JAMBI,2022-05-15,"Meat (chicken, broiler)",35538.89
JAMBI,2022-05-15,Oil (vegetable),22421.6675
JAMBI,2022-05-15,"Oil (vegetable, bulk)",18025.0
JAMBI,2022-05-15,"Oil (vegetable, packaged)",24583.333333333332
JAMBI,2022-05-15,Onions (shallot),41499.996666666666
JAMBI,2022-05-15,"Onions (shallot, medium)",42458.33
JAMBI,2022-05-15,Rice,11664.443333333335
JAMBI,2022-05-15,Rice (high quality),13261.11
JAMBI,2022-05-15,Rice (low quality),10174.443333333335
JAMBI,2022-05-15,Rice (medium quality),11641.6675
JAMBI,2022-05-15,Sugar,14075.0
JAMBI,2022-05-15,Sugar (local),14062.5
JAMBI,2022-05-15,Sugar (premium),14000.0
JAMBI,2022-06-15,Chili (bird's eye),83027.77666666667
JAMBI,2022-06-15,"Chili (bird's eye, green)",68154.7625
JAMBI,2022-06-15,"Chili (bird's eye, red)",98857.14000000001
JAMBI,2022-06-15,Chili (red),73777.78
JAMBI,2022-06-15,"Chili (red, curly)",75198.40999999999
JAMBI,2022-06-15,"Chili (red, large)",75952.38333333333
JAMBI,2022-06-15,Eggs,26142.8575
JAMBI,2022-06-15,Eggs (broiler),26142.8575
JAMBI,2022-06-15,Garlic,21761.905
JAMBI,2022-06-15,Garlic (medium),22634.920000000002
JAMBI,2022-06-15,Meat (beef),137619.04666666666
JAMBI,2022-06-15,"Meat (beef, first quality)",133730.15666666668
JAMBI,2022-06-15,Meat (chicken),31944.443333333333
JAMBI,2022-06-15,"Meat (chicken, broiler)",31214.285
JAMBI,2022-06-15,Oil (vegetable),22027.38
JAMBI,2022-06-15,"Oil (vegetable, bulk)",17803.57
JAMBI,2022-06-15,"Oil (vegetable, packaged)",24410.7125
JAMBI,2022-06-15,Onions (shallot),51559.525
JAMBI,2022-06-15,"Onions (shallot, medium)",50722.223333333335
JAMBI,2022-06-15,Rice,11916.666666666666
JAMBI,2022-06-15,Rice (high quality),13468.75
JAMBI,2022-06-15,Rice (low quality),10333.333333333334
JAMBI,2022-06-15,Rice (medium quality),11687.5
JAMBI,2022-06-15,Sugar,14050.0
JAMBI,2022-06-15,Sugar (local),14083.333333333334
JAMBI,2022-06-15,Sugar (premium),14062.5
JAMBI,2022-07-15,Chili (bird's eye),92315.475
JAMBI,2022-07-15,"Chili (bird's eye, green)",76523.80666666666
JAMBI,2022-07-15,"Chili (bird's eye, red)",93904.76000000001
JAMBI,2022-07-15,Chili (red),89199.405
JAMBI,2022-07-15,"Chili (red, curly)",88202.3825
JAMBI,2022-07-15,"Chili (red, large)",87714.28666666667
JAMBI,2022-07-15,Eggs,25821.426666666666
JAMBI,2022-07-15,Eggs (broiler),25782.7375
JAMBI,2022-07-15,Garlic,20285.713333333333
JAMBI,2022-07-15,Garlic (medium),20285.713333333333
JAMBI,2022-07-15,Meat (beef),136746.03333333335
JAMBI,2022-07-15,"Meat (beef, first quality)",136746.03333333335
JAMBI,2022-07-15,Meat (chicken),31503.96666666667
JAMBI,2022-07-15,"Meat (chicken, broiler)",31056.5475
JAMBI,2022-07-15,Oil (vegetable),19963.095
JAMBI,2022-07-15,"Oil (vegetable, bulk)",15282.735
JAMBI,2022-07-15,"Oil (vegetable, packaged)",22744.045
JAMBI,2022-07-15,Onions (shallot),49571.42999999999
JAMBI,2022-07-15,"Onions (shallot, medium)",49500.0
JAMBI,2022-07-15,Rice,11887.5
JAMBI,2022-07-15,Rice (high quality),13541.666666666666
JAMBI,2022-07-15,Rice (low quality),10500.0
JAMBI,2022-07-15,Rice (medium quality),11687.5
JAMBI,2022-07-15,Sugar,14075.0
JAMBI,2022-07-15,Sugar (local),14000.0
JAMBI,2022-07-15,Sugar (premium),14083.333333333334
JAMBI,2022-08-15,Chili (bird's eye),57579.545
JAMBI,2022-08-15,"Chili (bird's eye, green)",50210.225
JAMBI,2022-08-15,"Chili (bird's eye, red)",68238.64
JAMBI,2022-08-15,Chili (red),68696.025
JAMBI,2022-08-15,"Chili (red, curly)",66787.88
JAMBI,2022-08-15,"Chili (red, large)",70977.27333333333
JAMBI,2022-08-15,Eggs,25204.546666666665
JAMBI,2022-08-15,Eggs (broiler),25295.455
JAMBI,2022-08-15,Garlic,22625.0
JAMBI,2022-08-15,Garlic (medium),22625.0
JAMBI,2022-08-15,Meat (beef),136666.66666666666
JAMBI,2022-08-15,"Meat (beef, first quality)",137500.0
JAMBI,2022-08-15,Meat (chicken),29343.75
JAMBI,2022-08-15,"Meat (chicken, broiler)",30041.666666666668
JAMBI,2022-08-15,Oil (vegetable),17415.905
JAMBI,2022-08-15,"Oil (vegetable, bulk)",14193.182499999999
JAMBI,2022-08-15,"Oil (vegetable, packaged)",19375.0
JAMBI,2022-08-15,Onions (shallot),37215.91
JAMBI,2022-08-15,"Onions (shallot, medium)",37037.88
JAMBI,2022-08-15,Rice,11788.633333333333
JAMBI,2022-08-15,Rice (high quality),13187.5
JAMBI,2022-08-15,Rice (low quality),10532.67
JAMBI,2022-08-15,Rice (medium quality),11744.32
JAMBI,2022-08-15,Sugar,14075.0
JAMBI,2022-08-15,Sugar (local),14062.5
JAMBI,2022-08-15,Sugar (premium),14083.333333333334
JAMBI,2022-09-15,Chili (bird's eye),55696.0225
JAMBI,2022-09-15,"Chili (bird's eye, green)",42227.2725
JAMBI,2022-09-15,"Chili (bird's eye, red)",69015.15333333334
JAMBI,2022-09-15,Chili (red),61412.87666666667
JAMBI,2022-09-15,"Chili (red, curly)",59585.2275
JAMBI,2022-09-15,"Chili (red, large)",62143.94
JAMBI,2022-09-15,Eggs,26727.27
JAMBI,2022-09-15,Eggs (broiler),26526.513333333336
JAMBI,2022-09-15,Garlic,22166.666666666668
JAMBI,2022-09-15,Garlic (medium),23250.0
JAMBI,2022-09-15,Meat (beef),136250.0
JAMBI,2022-09-15,"Meat (beef, first quality)",137500.0
JAMBI,2022-09-15,Meat (chicken),28534.09
JAMBI,2022-09-15,"Meat (chicken, broiler)",29323.8625
JAMBI,2022-09-15,Oil (vegetable),16800.0
JAMBI,2022-09-15,"Oil (vegetable, bulk)",14312.5
JAMBI,2022-09-15,"Oil (vegetable, packaged)",18437.5
JAMBI,2022-09-15,Onions (shallot),30973.486666666664
JAMBI,2022-09-15,"Onions (shallot, medium)",30764.205
JAMBI,2022-09-15,Rice,12204.545
JAMBI,2022-09-15,Rice (high quality),13680.3975
JAMBI,2022-09-15,Rice (low quality),10687.5
JAMBI,2022-09-15,Rice (medium quality),12244.315
JAMBI,2022-09-15,Sugar,14050.0
JAMBI,2022-09-15,Sugar (local),14062.5
JAMBI,2022-09-15,Sugar (premium),14062.5
JAMBI,2022-10-15,Chili (bird's eye),46373.01666666666
JAMBI,2022-10-15,"Chili (bird's eye, green)",28511.905
JAMBI,2022-10-15,"Chili (bird's eye, red)",59696.43
JAMBI,2022-10-15,Chili (red),39492.06333333333
JAMBI,2022-10-15,"Chili (red, curly)",38369.045
JAMBI,2022-10-15,"Chili (red, large)",39202.380000000005
JAMBI,2022-10-15,Eggs,24761.9
JAMBI,2022-10-15,Eggs (broiler),24845.2375
JAMBI,2022-10-15,Garlic,22625.0
JAMBI,2022-10-15,Garlic (medium),23500.0
JAMBI,2022-10-15,Meat (beef),136250.0
JAMBI,2022-10-15,"Meat (beef, first quality)",135833.33333333334
JAMBI,2022-10-15,Meat (chicken),27730.16
JAMBI,2022-10-15,"Meat (chicken, broiler)",29134.92
JAMBI,2022-10-15,Oil (vegetable),17094.6425
JAMBI,2022-10-15,"Oil (vegetable, bulk)",14464.286666666667
JAMBI,2022-10-15,"Oil (vegetable, packaged)",18375.0
JAMBI,2022-10-15,Onions (shallot),30351.1925
JAMBI,2022-10-15,"Onions (shallot, medium)",30095.239999999998
JAMBI,2022-10-15,Rice,12461.31
JAMBI,2022-10-15,Rice (high quality),13989.585
JAMBI,2022-10-15,Rice (low quality),10666.666666666666
JAMBI,2022-10-15,Rice (medium quality),12703.87
JAMBI,2022-10-15,Sugar,14100.0
JAMBI,2022-10-15,Sugar (local),14062.5
JAMBI,2022-10-15,Sugar (premium),14083.333333333334
JAMBI,2022-11-15,Chili (bird's eye),35139.2025
JAMBI,2022-11-15,"Chili (bird's eye, green)",25511.3625
